Time,Object,Mass,X,Y,VX,VY,AX,AY
3.460,1,1000.000000,-2.913,1.509,-3.492,-3.633,5.512,-2.959
3.460,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
3.460,3,1000.000000,-2.574,0.212,-0.179,-5.214,9.935,-1.021
3.470,1,1000.000000,-2.948,1.473,-3.437,-3.662,5.506,-2.852
3.470,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
3.470,3,1000.000000,-2.576,0.160,-0.079,-5.222,9.969,-0.822
3.480,1,1000.000000,-2.983,1.436,-3.382,-3.689,5.498,-2.746
3.480,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
3.480,3,1000.000000,-2.577,0.108,0.021,-5.228,9.999,-0.622
3.490,1,1000.000000,-3.016,1.399,-3.327,-3.716,5.488,-2.642
3.490,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
3.490,3,1000.000000,-2.577,0.056,0.121,-5.232,10.025,-0.420
3.500,1,1000.000000,-3.050,1.362,-3.273,-3.741,5.476,-2.540
3.500,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
3.500,3,1000.000000,-2.575,0.003,0.221,-5.234,10.046,-0.217
3.510,1,1000.000000,-3.082,1.324,-3.218,-3.766,5.463,-2.439
3.510,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
3.510,3,1000.000000,-2.573,-0.049,0.322,-5.235,10.062,-0.013
3.520,1,1000.000000,-3.115,1.287,-3.164,-3.789,5.448,-2.341
3.520,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
3.520,3,1000.000000,-2.570,-0.101,0.423,-5.233,10.074,0.192
3.530,1,1000.000000,-3.146,1.249,-3.109,-3.811,5.431,-2.244
3.530,2,1000000000000.000000,-0.000,-0.000,-0.000,0.000,-0.000,0.000
3.530,3,1000.000000,-2.566,-0.154,0.523,-5.229,10.081,0.397
3.540,1,1000.000000,-3.177,1.211,-3.055,-3.833,5.414,-2.149
3.540,2,1000000000000.000000,-0.000,-0.000,-0.000,0.000,-0.000,0.000
3.540,3,1000.000000,-2.561,-0.206,0.624,-5.223,10.084,0.604
3.550,1,1000.000000,-3.208,1.172,-3.001,-3.853,5.394,-2.056
3.550,2,1000000000000.000000,-0.000,-0.000,-0.000,0.000,-0.000,0.000
3.550,3,1000.000000,-2.554,-0.258,0.725,-5.215,10.081,0.811
3.560,1,1000.000000,-3.238,1.134,-2.947,-3.873,5.374,-1.964
3.560,2,1000000000000.000000,-0.000,-0.000,-0.000,0.000,-0.000,0.000
3.560,3,1000.000000,-2.547,-0.310,0.826,-5.204,10.074,1.018
3.570,1,1000.000000,-3.267,1.095,-2.894,-3.892,5.352,-1.874
3.570,2,1000000000000.000000,-0.000,-0.000,-0.000,0.000,-0.000,0.000
3.570,3,1000.000000,-2.539,-0.362,0.926,-5.192,10.063,1.226
3.580,1,1000.000000,-3.296,1.056,-2.841,-3.910,5.329,-1.786
3.580,2,1000000000000.000000,-0.000,-0.000,-0.000,0.000,-0.000,0.000
3.580,3,1000.000000,-2.530,-0.414,1.027,-5.178,10.046,1.434
3.590,1,1000.000000,-3.325,1.017,-2.788,-3.927,5.305,-1.700
3.590,2,1000000000000.000000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000
3.590,3,1000.000000,-2.519,-0.466,1.127,-5.161,10.025,1.642
3.600,1,1000.000000,-3.353,0.978,-2.735,-3.943,5.279,-1.615
3.600,2,1000000000000.000000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000
3.600,3,1000.000000,-2.508,-0.518,1.227,-5.143,9.998,1.850
3.610,1,1000.000000,-3.380,0.939,-2.682,-3.958,5.253,-1.532
3.610,2,1000000000000.000000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000
3.610,3,1000.000000,-2.496,-0.569,1.327,-5.122,9.967,2.057
3.620,1,1000.000000,-3.407,0.899,-2.630,-3.973,5.226,-1.451
3.620,2,1000000000000.000000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000
3.620,3,1000.000000,-2.483,-0.620,1.426,-5.100,9.931,2.264
3.630,1,1000.000000,-3.433,0.859,-2.578,-3.986,5.198,-1.372
3.630,2,1000000000000.000000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000
3.630,3,1000.000000,-2.468,-0.671,1.525,-5.075,9.889,2.471
3.640,1,1000.000000,-3.459,0.819,-2.526,-3.999,5.170,-1.294
3.640,2,1000000000000.000000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000
3.640,3,1000.000000,-2.453,-0.722,1.623,-5.048,9.843,2.677
3.650,1,1000.000000,-3.484,0.779,-2.475,-4.012,5.140,-1.218
3.650,2,1000000000000.000000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000
3.650,3,1000.000000,-2.437,-0.773,1.721,-5.019,9.792,2.882
3.660,1,1000.000000,-3.509,0.739,-2.424,-4.023,5.110,-1.143
3.660,2,1000000000000.000000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000
3.660,3,1000.000000,-2.420,-0.823,1.819,-4.988,9.736,3.087
3.670,1,1000.000000,-3.533,0.699,-2.373,-4.034,5.079,-1.070
3.670,2,1000000000000.000000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000
3.670,3,1000.000000,-2.401,-0.873,1.915,-4.956,9.675,3.290
3.680,1,1000.000000,-3.557,0.659,-2.323,-4.044,5.047,-0.999
3.680,2,1000000000000.000000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000
3.680,3,1000.000000,-2.382,-0.922,2.012,-4.921,9.609,3.492
3.690,1,1000.000000,-3.580,0.618,-2.272,-4.053,5.015,-0.929
3.690,2,1000000000000.000000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000
3.690,3,1000.000000,-2.362,-0.971,2.107,-4.884,9.539,3.693
3.700,1,1000.000000,-3.603,0.578,-2.223,-4.062,4.983,-0.860
3.700,2,1000000000000.000000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000
3.700,3,1000.000000,-2.341,-1.020,2.202,-4.845,9.463,3.892
3.710,1,1000.000000,-3.625,0.537,-2.173,-4.069,4.950,-0.794
3.710,2,1000000000000.000000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000
3.710,3,1000.000000,-2.319,-1.069,2.295,-4.804,9.382,4.089
3.720,1,1000.000000,-3.647,0.496,-2.124,-4.077,4.916,-0.728
3.720,2,1000000000000.000000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000
3.720,3,1000.000000,-2.296,-1.117,2.388,-4.761,9.297,4.284
3.730,1,1000.000000,-3.668,0.456,-2.075,-4.083,4.882,-0.665
3.730,2,1000000000000.000000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000
3.730,3,1000.000000,-2.272,-1.164,2.480,-4.716,9.207,4.478
3.740,1,1000.000000,-3.689,0.415,-2.027,-4.089,4.848,-0.602
3.740,2,1000000000000.000000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000
3.740,3,1000.000000,-2.247,-1.211,2.572,-4.670,9.112,4.670
3.750,1,1000.000000,-3.709,0.374,-1.979,-4.095,4.813,-0.541
3.750,2,1000000000000.000000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000
3.750,3,1000.000000,-2.222,-1.258,2.662,-4.621,9.013,4.859
3.760,1,1000.000000,-3.729,0.333,-1.931,-4.100,4.779,-0.482
3.760,2,1000000000000.000000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000
3.760,3,1000.000000,-2.195,-1.304,2.751,-4.571,8.909,5.046
3.770,1,1000.000000,-3.748,0.292,-1.883,-4.104,4.743,-0.424
3.770,2,1000000000000.000000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000
3.770,3,1000.000000,-2.168,-1.350,2.839,-4.518,8.801,5.230
3.780,1,1000.000000,-3.767,0.251,-1.836,-4.108,4.708,-0.367
3.780,2,1000000000000.000000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000
3.780,3,1000.000000,-2.139,-1.395,2.926,-4.464,8.688,5.411
3.790,1,1000.000000,-3.785,0.210,-1.790,-4.111,4.672,-0.311
3.790,2,1000000000000.000000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000
3.790,3,1000.000000,-2.110,-1.440,3.011,-4.408,8.570,5.590
3.800,1,1000.000000,-3.803,0.169,-1.743,-4.113,4.637,-0.257
3.800,2,1000000000000.000000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000
3.800,3,1000.000000,-2.080,-1.484,3.096,-4.351,8.449,5.766
3.810,1,1000.000000,-3.821,0.128,-1.697,-4.115,4.601,-0.204
3.810,2,1000000000000.000000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000
3.810,3,1000.000000,-2.049,-1.528,3.179,-4.291,8.323,5.939
3.820,1,1000.000000,-3.838,0.086,-1.651,-4.117,4.565,-0.152
3.820,2,1000000000000.000000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000
3.820,3,1000.000000,-2.017,-1.570,3.261,-4.230,8.193,6.108
3.830,1,1000.000000,-3.854,0.045,-1.606,-4.118,4.528,-0.102
3.830,2,1000000000000.000000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000
3.830,3,1000.000000,-1.984,-1.613,3.342,-4.167,8.059,6.275
3.840,1,1000.000000,-3.870,0.004,-1.561,-4.118,4.492,-0.053
3.840,2,1000000000000.000000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000
3.840,3,1000.000000,-1.951,-1.654,3.421,-4.103,7.921,6.438
3.850,1,1000.000000,-3.886,-0.037,-1.517,-4.118,4.456,-0.005
3.850,2,1000000000000.000000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000
3.850,3,1000.000000,-1.917,-1.695,3.499,-4.037,7.780,6.597
3.860,1,1000.000000,-3.901,-0.078,-1.473,-4.118,4.420,0.042
3.860,2,1000000000000.000000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000
3.860,3,1000.000000,-1.882,-1.736,3.575,-3.970,7.634,6.753
3.870,1,1000.000000,-3.916,-0.119,-1.429,-4.117,4.383,0.088
3.870,2,1000000000000.000000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000
3.870,3,1000.000000,-1.846,-1.776,3.650,-3.900,7.485,6.904
3.880,1,1000.000000,-3.930,-0.161,-1.385,-4.116,4.347,0.133
3.880,2,1000000000000.000000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000
3.880,3,1000.000000,-1.810,-1.815,3.723,-3.830,7.333,7.052
3.890,1,1000.000000,-3.944,-0.202,-1.342,-4.114,4.311,0.176
3.890,2,1000000000000.000000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000
3.890,3,1000.000000,-1.772,-1.853,3.795,-3.758,7.177,7.197
3.900,1,1000.000000,-3.957,-0.243,-1.299,-4.112,4.274,0.219
3.900,2,1000000000000.000000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000
3.900,3,1000.000000,-1.734,-1.890,3.865,-3.685,7.018,7.337
3.910,1,1000.000000,-3.970,-0.284,-1.257,-4.109,4.238,0.260
3.910,2,1000000000000.000000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000
3.910,3,1000.000000,-1.696,-1.927,3.934,-3.610,6.856,7.472
3.920,1,1000.000000,-3.983,-0.325,-1.215,-4.106,4.202,0.301
3.920,2,1000000000000.000000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000
3.920,3,1000.000000,-1.656,-1.963,4.001,-3.534,6.691,7.604
3.930,1,1000.000000,-3.995,-0.366,-1.173,-4.103,4.166,0.340
3.930,2,1000000000000.000000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000
3.930,3,1000.000000,-1.616,-1.999,4.066,-3.457,6.523,7.731
3.940,1,1000.000000,-4.007,-0.407,-1.132,-4.099,4.130,0.379
3.940,2,1000000000000.000000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000
3.940,3,1000.000000,-1.576,-2.033,4.129,-3.378,6.352,7.854
3.950,1,1000.000000,-4.018,-0.448,-1.091,-4.095,4.094,0.416
3.950,2,1000000000000.000000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000
3.950,3,1000.000000,-1.534,-2.067,4.191,-3.298,6.179,7.973
3.960,1,1000.000000,-4.029,-0.489,-1.051,-4.090,4.058,0.453
3.960,2,1000000000000.000000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000
3.960,3,1000.000000,-1.493,-2.100,4.251,-3.217,6.003,8.087
3.970,1,1000.000000,-4.039,-0.530,-1.010,-4.085,4.022,0.488
3.970,2,1000000000000.000000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000
3.970,3,1000.000000,-1.450,-2.132,4.309,-3.135,5.825,8.196
3.980,1,1000.000000,-4.050,-0.571,-0.970,-4.080,3.987,0.523
3.980,2,1000000000000.000000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000
3.980,3,1000.000000,-1.407,-2.164,4.366,-3.052,5.645,8.301
3.990,1,1000.000000,-4.059,-0.612,-0.931,-4.075,3.952,0.557
3.990,2,1000000000000.000000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000
3.990,3,1000.000000,-1.363,-2.194,4.420,-2.968,5.463,8.401
4.000,1,1000.000000,-4.069,-0.652,-0.892,-4.069,3.916,0.590
4.000,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,-0.000,-0.000
4.000,3,1000.000000,-1.319,-2.224,4.473,-2.883,5.279,8.496
4.010,1,1000.000000,-4.078,-0.693,-0.853,-4.063,3.881,0.622
4.010,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,-0.000,-0.000
4.010,3,1000.000000,-1.274,-2.253,4.524,-2.798,5.094,8.587
4.020,1,1000.000000,-4.086,-0.734,-0.814,-4.056,3.846,0.654
4.020,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,-0.000,-0.000
4.020,3,1000.000000,-1.229,-2.281,4.573,-2.711,4.906,8.673
4.030,1,1000.000000,-4.094,-0.774,-0.776,-4.049,3.812,0.685
4.030,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,-0.000,-0.000
4.030,3,1000.000000,-1.183,-2.308,4.620,-2.623,4.718,8.754
4.040,1,1000.000000,-4.102,-0.815,-0.739,-4.042,3.777,0.714
4.040,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,-0.000,-0.000
4.040,3,1000.000000,-1.137,-2.334,4.666,-2.535,4.528,8.830
4.050,1,1000.000000,-4.109,-0.855,-0.701,-4.035,3.743,0.744
4.050,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,-0.000,-0.000
4.050,3,1000.000000,-1.090,-2.359,4.709,-2.446,4.337,8.902
4.060,1,1000.000000,-4.116,-0.896,-0.664,-4.027,3.709,0.772
4.060,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,-0.000,-0.000
4.060,3,1000.000000,-1.043,-2.384,4.751,-2.356,4.145,8.969
4.070,1,1000.000000,-4.123,-0.936,-0.627,-4.019,3.675,0.800
4.070,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,-0.000,-0.000
4.070,3,1000.000000,-0.996,-2.407,4.790,-2.266,3.953,9.030
4.080,1,1000.000000,-4.129,-0.976,-0.591,-4.011,3.641,0.827
4.080,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,-0.000,-0.000
4.080,3,1000.000000,-0.948,-2.430,4.828,-2.175,3.759,9.087
4.090,1,1000.000000,-4.135,-1.016,-0.555,-4.002,3.608,0.853
4.090,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,-0.000,-0.000
4.090,3,1000.000000,-0.900,-2.452,4.863,-2.084,3.566,9.140
4.100,1,1000.000000,-4.141,-1.056,-0.519,-3.993,3.575,0.878
4.100,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,-0.000,-0.000
4.100,3,1000.000000,-0.851,-2.473,4.897,-1.992,3.371,9.187
4.110,1,1000.000000,-4.146,-1.096,-0.484,-3.984,3.542,0.903
4.110,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,-0.000,-0.000
4.110,3,1000.000000,-0.802,-2.492,4.929,-1.900,3.177,9.230
4.120,1,1000.000000,-4.151,-1.136,-0.449,-3.975,3.509,0.928
4.120,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,-0.000,-0.000
4.120,3,1000.000000,-0.753,-2.511,4.959,-1.807,2.982,9.267
4.130,1,1000.000000,-4.155,-1.176,-0.414,-3.965,3.476,0.951
4.130,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,-0.000,-0.000
4.130,3,1000.000000,-0.703,-2.529,4.986,-1.714,2.788,9.301
4.140,1,1000.000000,-4.159,-1.215,-0.379,-3.956,3.444,0.974
4.140,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,-0.000,-0.000
4.140,3,1000.000000,-0.653,-2.547,5.012,-1.621,2.594,9.329
4.150,1,1000.000000,-4.163,-1.255,-0.345,-3.946,3.412,0.997
4.150,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,-0.000,-0.000
4.150,3,1000.000000,-0.603,-2.563,5.036,-1.527,2.400,9.353
4.160,1,1000.000000,-4.167,-1.294,-0.311,-3.936,3.380,1.019
4.160,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,-0.000,-0.000
4.160,3,1000.000000,-0.553,-2.578,5.058,-1.433,2.206,9.372
4.170,1,1000.000000,-4.170,-1.334,-0.278,-3.925,3.348,1.040
4.170,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,-0.000,-0.000
4.170,3,1000.000000,-0.502,-2.592,5.079,-1.339,2.013,9.387
4.180,1,1000.000000,-4.172,-1.373,-0.245,-3.915,3.317,1.061
4.180,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,-0.000,-0.000
4.180,3,1000.000000,-0.452,-2.606,5.097,-1.246,1.821,9.397
4.190,1,1000.000000,-4.175,-1.412,-0.212,-3.904,3.286,1.081
4.190,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,-0.000,-0.000
4.190,3,1000.000000,-0.401,-2.618,5.113,-1.151,1.629,9.402
4.200,1,1000.000000,-4.177,-1.451,-0.179,-3.893,3.255,1.101
4.200,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,-0.000,-0.000
4.200,3,1000.000000,-0.349,-2.630,5.127,-1.057,1.439,9.404
4.210,1,1000.000000,-4.179,-1.490,-0.147,-3.882,3.224,1.120
4.210,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,-0.000,-0.000
4.210,3,1000.000000,-0.298,-2.640,5.140,-0.963,1.249,9.401
4.220,1,1000.000000,-4.180,-1.529,-0.115,-3.870,3.194,1.139
4.220,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,-0.000,-0.000
4.220,3,1000.000000,-0.247,-2.650,5.151,-0.870,1.061,9.393
4.230,1,1000.000000,-4.181,-1.568,-0.084,-3.859,3.164,1.157
4.230,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,-0.000,-0.000
4.230,3,1000.000000,-0.195,-2.659,5.159,-0.776,0.874,9.382
4.240,1,1000.000000,-4.182,-1.606,-0.052,-3.847,3.134,1.175
4.240,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,-0.000,-0.000
4.240,3,1000.000000,-0.144,-2.666,5.166,-0.682,0.688,9.366
4.250,1,1000.000000,-4.183,-1.645,-0.021,-3.835,3.104,1.192
4.250,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,-0.000,-0.000
4.250,3,1000.000000,-0.092,-2.673,5.171,-0.589,0.503,9.346
4.260,1,1000.000000,-4.183,-1.683,0.010,-3.823,3.075,1.209
4.260,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,-0.000,-0.000
4.260,3,1000.000000,-0.040,-2.679,5.174,-0.495,0.321,9.323
4.270,1,1000.000000,-4.183,-1.721,0.040,-3.811,3.046,1.225
4.270,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,-0.000,-0.000
4.270,3,1000.000000,0.011,-2.684,5.176,-0.402,0.140,9.295
4.280,1,1000.000000,-4.183,-1.759,0.070,-3.798,3.017,1.241
4.280,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,-0.000,-0.000
4.280,3,1000.000000,0.063,-2.688,5.175,-0.310,-0.040,9.264
4.290,1,1000.000000,-4.182,-1.797,0.100,-3.786,2.988,1.257
4.290,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,-0.000,-0.000
4.290,3,1000.000000,0.115,-2.691,5.173,-0.217,-0.217,9.229
4.300,1,1000.000000,-4.181,-1.835,0.130,-3.773,2.960,1.272
4.300,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,-0.000,-0.000
4.300,3,1000.000000,0.167,-2.693,5.169,-0.126,-0.393,9.190
4.310,1,1000.000000,-4.180,-1.873,0.159,-3.760,2.931,1.287
4.310,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,-0.000,-0.000
4.310,3,1000.000000,0.218,-2.695,5.164,-0.034,-0.566,9.148
4.320,1,1000.000000,-4.178,-1.911,0.188,-3.747,2.904,1.301
4.320,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,-0.000,-0.000
4.320,3,1000.000000,0.270,-2.695,5.156,0.057,-0.738,9.102
4.330,1,1000.000000,-4.176,-1.948,0.217,-3.734,2.876,1.315
4.330,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,-0.000,-0.000
4.330,3,1000.000000,0.322,-2.694,5.147,0.147,-0.907,9.053
4.340,1,1000.000000,-4.174,-1.985,0.245,-3.721,2.848,1.329
4.340,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,-0.000,-0.000
4.340,3,1000.000000,0.373,-2.693,5.136,0.237,-1.074,9.000
4.350,1,1000.000000,-4.171,-2.023,0.273,-3.707,2.821,1.342
4.350,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,-0.000,-0.000
4.350,3,1000.000000,0.424,-2.691,5.124,0.327,-1.239,8.944
4.360,1,1000.000000,-4.169,-2.060,0.301,-3.694,2.794,1.355
4.360,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,-0.000,-0.000
4.360,3,1000.000000,0.476,-2.687,5.110,0.416,-1.402,8.886
4.370,1,1000.000000,-4.166,-2.097,0.329,-3.680,2.768,1.367
4.370,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,-0.000,-0.000
4.370,3,1000.000000,0.527,-2.683,5.094,0.504,-1.562,8.824
4.380,1,1000.000000,-4.162,-2.133,0.357,-3.666,2.741,1.380
4.380,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,-0.000,-0.000
4.380,3,1000.000000,0.578,-2.678,5.077,0.592,-1.720,8.759
4.390,1,1000.000000,-4.159,-2.170,0.384,-3.652,2.715,1.392
4.390,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,-0.000,-0.000
4.390,3,1000.000000,0.629,-2.672,5.058,0.679,-1.875,8.692
4.400,1,1000.000000,-4.155,-2.207,0.411,-3.638,2.689,1.403
4.400,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,-0.000,-0.000
4.400,3,1000.000000,0.679,-2.665,5.038,0.765,-2.028,8.622
4.410,1,1000.000000,-4.151,-2.243,0.437,-3.624,2.663,1.414
4.410,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,-0.000,-0.000
4.410,3,1000.000000,0.729,-2.658,5.016,0.850,-2.178,8.549
4.420,1,1000.000000,-4.147,-2.279,0.464,-3.610,2.638,1.425
4.420,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,-0.000,-0.000
4.420,3,1000.000000,0.780,-2.649,4.993,0.935,-2.326,8.473
4.430,1,1000.000000,-4.142,-2.315,0.490,-3.595,2.613,1.436
4.430,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,-0.000,-0.000
4.430,3,1000.000000,0.830,-2.640,4.968,1.019,-2.471,8.395
4.440,1,1000.000000,-4.137,-2.351,0.516,-3.581,2.587,1.446
4.440,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,0.000,-0.000
4.440,3,1000.000000,0.879,-2.630,4.942,1.102,-2.613,8.315
4.450,1,1000.000000,-4.132,-2.387,0.541,-3.566,2.563,1.456
4.450,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,0.000,-0.000
4.450,3,1000.000000,0.929,-2.619,4.915,1.184,-2.753,8.233
4.460,1,1000.000000,-4.126,-2.423,0.567,-3.552,2.538,1.466
4.460,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,0.000,-0.000
4.460,3,1000.000000,0.978,-2.607,4.886,1.266,-2.890,8.148
4.470,1,1000.000000,-4.121,-2.458,0.592,-3.537,2.514,1.476
4.470,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,0.000,-0.000
4.470,3,1000.000000,1.027,-2.594,4.856,1.346,-3.024,8.061
4.480,1,1000.000000,-4.115,-2.494,0.617,-3.522,2.490,1.485
4.480,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,0.000,-0.000
4.480,3,1000.000000,1.075,-2.581,4.824,1.426,-3.155,7.973
4.490,1,1000.000000,-4.109,-2.529,0.641,-3.507,2.466,1.494
4.490,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,0.000,-0.000
4.490,3,1000.000000,1.123,-2.566,4.791,1.505,-3.284,7.882
4.500,1,1000.000000,-4.102,-2.564,0.666,-3.492,2.442,1.503
4.500,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,0.000,-0.000
4.500,3,1000.000000,1.171,-2.551,4.757,1.583,-3.410,7.790
4.510,1,1000.000000,-4.096,-2.599,0.690,-3.477,2.419,1.512
4.510,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,0.000,-0.000
4.510,3,1000.000000,1.219,-2.536,4.722,1.660,-3.533,7.695
4.520,1,1000.000000,-4.089,-2.634,0.714,-3.462,2.395,1.520
4.520,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,0.000,-0.000
4.520,3,1000.000000,1.266,-2.519,4.685,1.736,-3.653,7.600
4.530,1,1000.000000,-4.082,-2.668,0.738,-3.447,2.372,1.528
4.530,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,0.000,-0.000
4.530,3,1000.000000,1.313,-2.502,4.648,1.811,-3.771,7.502
4.540,1,1000.000000,-4.074,-2.703,0.761,-3.431,2.349,1.536
4.540,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,0.000,-0.000
4.540,3,1000.000000,1.360,-2.484,4.609,1.885,-3.886,7.403
4.550,1,1000.000000,-4.067,-2.737,0.784,-3.416,2.327,1.543
4.550,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,0.000,-0.000
4.550,3,1000.000000,1.406,-2.465,4.569,1.958,-3.998,7.303
4.560,1,1000.000000,-4.059,-2.771,0.807,-3.400,2.304,1.551
4.560,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,0.000,-0.000
4.560,3,1000.000000,1.451,-2.445,4.528,2.030,-4.107,7.202
4.570,1,1000.000000,-4.051,-2.805,0.830,-3.385,2.282,1.558
4.570,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,0.000,-0.000
4.570,3,1000.000000,1.497,-2.425,4.486,2.101,-4.214,7.099
4.580,1,1000.000000,-4.042,-2.839,0.853,-3.369,2.260,1.565
4.580,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,0.000,-0.000
4.580,3,1000.000000,1.541,-2.404,4.442,2.171,-4.317,6.995
4.590,1,1000.000000,-4.034,-2.873,0.875,-3.353,2.238,1.572
4.590,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,0.000,-0.000
4.590,3,1000.000000,1.586,-2.382,4.398,2.240,-4.418,6.890
4.600,1,1000.000000,-4.025,-2.906,0.897,-3.337,2.217,1.579
4.600,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,0.000,-0.000
